År;OBJECTID;Område;Antal sträckor;Sträckor med förekomster;GlobalID;Shape__Len;CreationDa;Creator;Observer;EditDate;Editor;Art;Bredd;Förekomst;Täthet;Varierande;Beståndet;OBJECTID_Beskrivning av verifieringssträcka 2021;Missades med bilen
2023;137;Enköping;40;23;{6c21b60e-9d6f-4e68-9637-4691a93cca9a};4,773999263;2023-06-27;izabel.eriksson.reuterborg@slu.se_gis_slu;3;2023-06-27;izabel.eriksson.reuterborg@slu.se_gis_slu;Blomsterlupin;1;Nej;Enstaka;Nej;Innerslänt;50;Ja
2023;138;Enköping;40;23;{73f5a00a-684a-4839-8bfa-c81b86552fbc};82,49213143;2023-06-27;izabel.eriksson.reuterborg@slu.se_gis_slu;3;2023-06-27;izabel.eriksson.reuterborg@slu.se_gis_slu;Blomsterlupin;3;Ja;Tät 50-90%;Ja;Både inner och ytterslänt;50;Nej
2023;139;Enköping;40;23;{50dba5cc-1c9d-4e64-a062-e021789b4463};1,52021036;2023-06-27;izabel.eriksson.reuterborg@slu.se_gis_slu;3;2023-06-27;izabel.eriksson.reuterborg@slu.se_gis_slu;Blomsterlupin;1;Nej;Enstaka;Nej;Innerslänt;50;Nej
2023;140;Enköping;40;23;{a5de647e-b7ad-4105-8d20-e829b8b184d2};1,479892061;2023-06-27;izabel.eriksson.reuterborg@slu.se_gis_slu;3;2023-06-27;izabel.eriksson.reuterborg@slu.se_gis_slu;Blomsterlupin;1;Nej;Enstaka;Nej;Innerslänt;50;Ja
2023;141;Enköping;40;23;{b1988891-b126-46c9-96a5-2c84e9245651};112,0080835;2023-06-27;izabel.eriksson.reuterborg@slu.se_gis_slu;3;2023-06-27;izabel.eriksson.reuterborg@slu.se_gis_slu;Blomsterlupin;2;Nej;Gles <50%;Ja;Både inner och ytterslänt;50;Nej
2023;142;Enköping;40;23;{d417a643-87f2-4fa9-a9da-a4c504ca395f};174,109858;2023-06-27;izabel.eriksson.reuterborg@slu.se_gis_slu;3;2023-06-27;izabel.eriksson.reuterborg@slu.se_gis_slu;Blomsterlupin;3;Ja;Tät 50-90%;Ja;Både inner och ytterslänt;50;Nej
2023;143;Enköping;40;23;{8fc8781a-a694-46c2-9772-fc64920e6286};1,334220627;2023-06-27;izabel.eriksson.reuterborg@slu.se_gis_slu;3;2023-06-27;izabel.eriksson.reuterborg@slu.se_gis_slu;Blomsterlupin;1;Nej;Enstaka;Nej;Innerslänt;50;Ja
2023;144;Enköping;40;23;{5c613380-719d-46e4-9a18-c13d257a005f};132,451926;2023-06-27;izabel.eriksson.reuterborg@slu.se_gis_slu;3;2023-06-27;izabel.eriksson.reuterborg@slu.se_gis_slu;Blomsterlupin;2;Ja;Gles <50%;Ja;Både inner och ytterslänt;50;Nej
2023;145;Enköping;40;23;{31d85e51-4494-4012-ba36-fe0f64ad0fa6};14,69400441;2023-06-27;izabel.eriksson.reuterborg@slu.se_gis_slu;3;2023-06-27;izabel.eriksson.reuterborg@slu.se_gis_slu;Blomsterlupin;1;Nej;Enstaka;Nej;Innerslänt;50;Nej
2023;146;Enköping;40;23;{628e4ca1-2f87-43a9-bb68-9b6c4ed350f3};30,08661021;2023-06-27;izabel.eriksson.reuterborg@slu.se_gis_slu;3;2023-06-27;izabel.eriksson.reuterborg@slu.se_gis_slu;Blomsterlupin;1;Nej;Gles <50%;Ja;Innerslänt;50;Nej
2023;147;Enköping;40;23;{661e3c49-6ed1-4e51-a1dc-893322dd56dc};60,21238076;2023-06-27;izabel.eriksson.reuterborg@slu.se_gis_slu;3;2023-06-27;izabel.eriksson.reuterborg@slu.se_gis_slu;Blomsterlupin;1;Nej;Gles <50%;Ja;Innerslänt;50;Nej
2023;148;Enköping;40;23;{ef8c5f9a-03d0-4e18-b9d4-51f2a2a5cd8e};3,56200703;2023-06-27;izabel.eriksson.reuterborg@slu.se_gis_slu;3;2023-06-27;izabel.eriksson.reuterborg@slu.se_gis_slu;Blomsterlupin;1;Nej;Enstaka;Nej;Innerslänt;50;Ja
